BAG-nr openbare ruimte,Straatcode,Openbare ruimtenaam BAG,Woonplaats,Type
0344300000000795,13360,Rubenslaan,Utrecht,Weg
0344300000003041,17970,Rubenslaan,Vleuten,Weg
0344300000000796,13370,Rubicondreef,Utrecht,Weg
0344300000002320,17819,Ruijgenhoeksepolder,De Meern,Weg
0344300000002287,17107,Ruimteweg,Utrecht,Weg
0344300000001371,13385,Rümkelaan,Utrecht,Weg
0344300000000797,13390,Runstraat,Utrecht,Weg
0344300000000798,13400,Rupelmondelaan,Utrecht,Weg
0344300000000799,13410,Rutenberchdreef,Utrecht,Weg
0344300000000800,13415,Rutherfordweg,Utrecht,Weg
0344300000001588,13430,Ruygenhoeklaan,Utrecht,Weg
0344300000003828,13537,Ryelandstraat,Utrecht,Weg
0344300000000802,13533,Sabadreef,Utrecht,Weg
0344300000001590,13550,Saffierlaan,Utrecht,Weg
0344300000002028,13555,Saffraanweg,Utrecht,Weg
0344300000000803,13570,Saharadreef,Utrecht,Weg
0344300000000804,13575,Saigondreef,Utrecht,Weg
0344300000002630,13581,Salamancapad,Utrecht,Weg
0344300000000805,13582,Salamanderpad,Utrecht,Weg
0344300000002619,13583,Salawatihof,Utrecht,Weg
0344300000001822,13584,Saliehof,Utrecht,Weg
0344300000003601,13585,Salland,Utrecht,Weg
0344300000000806,13590,Salomedreef,Utrecht,Weg
0344300000001646,385,Salvador Allendeplein,Utrecht,Weg
0344300000003156,3245,Salvador Dalístraat,Utrecht,Weg
0344300000000807,13595,Salzburg,Utrecht,Weg
0344300000003016,6343,Sambalpad,Utrecht,Weg
0344300000002024,6345,Sambalweg,Utrecht,Weg
0344300000000808,13597,Samoas,Utrecht,Weg
0344300000000785,9445,Samora Machelstraat,Utrecht,Weg
0344300000000809,13600,Samosdreef,Utrecht,Weg
0344300000000810,10490,Samuel Mullerstraat,Utrecht,Weg
0344300000001324,6350,Samuel van Houtenstraat,Utrecht,Weg
0344300000003730,1123,San Cristóbaldreef,Utrecht,Weg
0344300000001913,13602,San Marinostraat,Utrecht,Weg
0344300000003503,13542,Sandwyck,Vleuten,Weg
0344300000002643,13544,Sandwyckhof,Vleuten,Weg
0344300000003684,13543,Sandwyckplaats,Vleuten,Weg
0344300000001674,13603,Santa Cruzdreef,Utrecht,Weg
0344300000001236,13605,Santiagodreef,Utrecht,Weg
0344300000000811,13608,São Paulodreef,Utrecht,Weg
0344300000003117,13611,Sapoerahof,Utrecht,Weg
0344300000003777,2356,Sara Bronóvohaghe,Utrecht,Weg
0344300000003778,2358,Sara Bronóvokade,Utrecht,Weg
0344300000000812,13609,Sartreweg,Utrecht,Weg
0344300000001779,13612,Satijnvlinder,Utrecht,Weg
0344300000001237,13610,Saturnusstraat,Utrecht,Weg
0344300000000813,13615,Savannahweg,Utrecht,Weg
0344300000002012,13617,Savelseboslaan,De Meern,Weg
0344300000003061,13627,Schaakstraat,Utrecht,Weg
0344300000000814,13630,Schaapstraat,Utrecht,Weg
0344300000001751,13635,Schaarsbeekstraat,Utrecht,Weg
0344300000002208,17820,Schaduwrijk,De Meern,Weg
0344300000000815,13660,Schalkwijkstraat,Utrecht,Weg
0344300000002679,13669,Schapengrassingel,Vleuten,Weg
0344300000002733,13675,Schaperstraat,Utrecht,Weg
0344300000001591,13680,Scharlakendreef,Utrecht,Weg
0344300000003172,13682,Scharleistraat,Utrecht,Weg
0344300000002078,13666,Scharnierbloempad,Vleuten,Weg
0344300000001238,13685,Schaverijstraat,Utrecht,Weg
0344300000000816,13690,Scheldestraat,Utrecht,Weg
0344300000000817,13700,Schelpstraat,Utrecht,Weg
0344300000003074,17821,Schemering,De Meern,Weg
0344300000003628,13710,Schepenmakerssteeg,Utrecht,Weg
0344300000001592,13717,Schermerhornstraat,Utrecht,Weg
0344300000000818,13720,Scherpenburglaan,Utrecht,Weg
0344300000003050,13724,Scheurraklaan,Utrecht,Weg
0344300000000819,13725,Schiermonnikoog,Utrecht,Weg
0344300000003602,13730,Schiestraat,Utrecht,Weg
0344300000003862,25024,Schijnridderhof,Vleuten,Weg
0344300000002905,13740,Schillerlaan,Utrecht,Weg
0344300000001239,13750,Schimmelpennincklaan,Utrecht,Weg
0344300000000820,13780,Schipbeekstraat,Utrecht,Weg
0344300000001892,13785,Schippersplantsoen,Utrecht,Weg
0344300000001593,13790,Schoenerstraat,Utrecht,Weg
0344300000001833,13792,Schoenlappervlinder,Utrecht,Weg
0344300000002097,17822,Scholenpad,De Meern,Weg
0344300000003329,13800,Schonauwensingel,Utrecht,Weg
0344300000001242,13810,Schönberglaan,Utrecht,Weg
0344300000000821,13820,Schoolplein,Utrecht,Weg
0344300000000822,13830,Schoolstraat,Utrecht,Weg
0344300000002271,17971,Schoolstraat,Vleuten,Weg
0344300000003826,13839,Schoonebekerstraat,Utrecht,Weg
0344300000001240,13840,Schooneggendreef,Utrecht,Weg
0344300000000823,13850,Schoutenstraat,Utrecht,Weg
0344300000000824,13860,Schouwweteringstraat,Utrecht,Weg
0344300000003003,13872,Schrevenboslaan,De Meern,Weg
0344300000002209,17823,Schrijnwerkerslaan,De Meern,Weg
0344300000000825,13870,Schroeder van der Kolkstraat,Utrecht,Weg
0344300000001241,13910,Schutstraat,Utrecht,Weg
0344300000000826,13920,Schutterstraat,Utrecht,Weg
0344300000000827,13943,Scottlaan,Utrecht,Weg
0344300000002991,13945,Sculpturentuinlaan,Vleuten,Weg
0344300000003100,17972,Secretaris Versteeglaan,Vleuten,Weg
0344300000002080,13946,Secundusweg,De Meern,Weg
0344300000000828,13950,Seinedreef,Utrecht,Weg
0344300000001981,13954,Seizoentuinenlaan,Vleuten,Weg
0344300000002139,13955,Selderiestraat,Utrecht,Weg
0344300000001243,13957,Selvasdreef,Utrecht,Weg
0344300000000829,13960,Semarangstraat,Utrecht,Weg
0344300000000830,13967,Seoeldreef,Utrecht,Weg
0344300000001799,13985,Septimius Severus,De Meern,Weg
0344300000000831,13970,Seringstraat,Utrecht,Weg
0344300000001244,13980,Servaasbolwerk,Utrecht,Weg
0344300000003428,18589,Servaasbrug,Utrecht,Kunstwerk
0344300000000832,13990,Servetstraat,Utrecht,Weg
0344300000003056,13992,Sesamhof,Utrecht,Weg
0344300000002210,17824,Sevenwolden,De Meern,Weg
0344300000000833,13995,Seychellen,Utrecht,Weg
0344300000003148,13996,Seychellenpad,Utrecht,Weg
0344300000001245,14000,Sfinxdreef,Utrecht,Weg
0344300000003736,14003,Shakespearehof,Utrecht,Weg
0344300000003735,14002,Shakespearelaan,Utrecht,Weg
0344300000003892,25049,Shakespeareplein,Utrecht,Weg
0344300000001372,14005,Shetlands,Utrecht,Weg
0344300000002381,6939,Sidney Joneshof,Utrecht,Weg
0344300000001594,14020,Siemensstraat,Utrecht,Weg
0344300000002681,14021,Siergrassenpad,Vleuten,Weg
0344300000002986,14022,Siertuinlaan,Vleuten,Weg
0344300000001922,14024,Sigmund Rombergstraat,Utrecht,Weg
0344300000003774,6649,Sijtske Innikelhaghe,Utrecht,Weg
0344300000003775,6651,Sijtske Innikelkade,Utrecht,Weg
0344300000000782,1885,Simón Bolivarstraat,Utrecht,Weg
0344300000002043,14746,Simon Carmiggeltplantsoen,Utrecht,Weg
0344300000002044,14747,Simon Carmiggeltstraat,Utrecht,Weg
0344300000000834,14750,Simon Stevinstraat,Utrecht,Weg
0344300000003483,16012,Simon Vestdijkstraat,Utrecht,Weg
0344300000000835,14025,Simplonbaan,Utrecht,Weg
0344300000003176,14026,Simultaanstraat,Utrecht,Weg
0344300000001246,14027,Singaporedreef,Utrecht,Weg
0344300000002906,14030,Singeldwarsstraat,Utrecht,Weg
0344300000000836,14040,Singelsteeg,Utrecht,Weg
0344300000003603,14050,Singelstraat,Utrecht,Weg
0344300000001247,14060,Siriusstraat,Utrecht,Weg
0344300000003803,5934,Sis Heysterhaghe,Utrecht,Weg
0344300000000837,14074,Sjanghaidreef,Utrecht,Weg
0344300000002164,14085,Skagerraklaan,Utrecht,Weg
0344300000003882,25044,Skopjestraat,Utrecht,Weg
0344300000001595,14090,Slachtstraat,Utrecht,Weg
0344300000001373,14093,Sleeswijk,Utrecht,Weg
0344300000002281,17047,Sleutelbloem,De Meern,Weg
0344300000003411,14094,Slingeraklaan,De Meern,Weg
0344300000002165,14095,Slingeraklaan,Utrecht,Weg
0344300000001266,14100,Slotemaker de Bruïnestraat,Utrecht,Weg
0344300000000838,14110,Slotlaan,Utrecht,Weg
0344300000001248,14125,Smakkelaarsveld,Utrecht,Weg
0344300000001653,14130,Smalle Begijnestraat,Utrecht,Weg
0344300000001432,14135,Smalle Themaat,Vleuten,Weg
0344300000000839,14140,Smaragdhof,Utrecht,Weg
0344300000000840,14150,Smaragdplein,Utrecht,Weg
0344300000001184,18590,Smeebrug,Utrecht,Kunstwerk
0344300000000841,14180,Smijerslaan,Utrecht,Weg
0344300000001249,14162,Smirnoffstraat,Utrecht,Weg
0344300000003075,17825,Sneeuwjacht,De Meern,Weg
0344300000000842,14190,Snellenlaan,Utrecht,Weg
0344300000000843,14200,Snelliuskade,Utrecht,Weg
0344300000001250,14210,Snipstraat,Utrecht,Weg
0344300000003330,14214,Snoekstraat,Utrecht,Weg
0344300000001837,14217,Snuitvlinder,Utrecht,Weg
0344300000001185,18591,Socratesbrug,Utrecht,Kunstwerk
0344300000000844,14220,Socrateslaan,Utrecht,Weg
0344300000002340,14225,Soembawahof,Utrecht,Weg
0344300000001325,14230,Soendastraat,Utrecht,Weg
0344300000000845,14240,Soerabayastraat,Utrecht,Weg
0344300000001251,14250,Soestdijkstraat,Utrecht,Weg
0344300000002729,14256,Soesterveen,Vleuten,Weg
0344300000003540,14257,Soesterveenplaats,Vleuten,Weg
0344300000002176,14255,Soestwetering,Utrecht,Weg
0344300000000846,14260,Soetendaallaan,Utrecht,Weg
0344300000003014,14265,Sojaweg,Utrecht,Weg
0344300000003510,13276,Sonny Rollinsstraat,Utrecht,Weg
0344300000000847,14280,Sonoystraat,Utrecht,Weg
0344300000001252,14290,Sophialaan,Utrecht,Weg
0344300000001596,14300,Sophocleslaan,Utrecht,Weg
0344300000000848,14320,Sorbonnelaan,Utrecht,Weg
0344300000003650,19071,Sorbonneviaduct,Utrecht,Kunstwerk
0344300000001761,14325,Souvenirperenlaan,Vleuten,Weg
0344300000001186,18592,Sowetobrug,Utrecht,Kunstwerk
0344300000000849,14330,Spaaklaan,Utrecht,Weg
0344300000001374,14340,Spaarnestraat,Utrecht,Weg
0344300000003505,14355,Sparrendaal,Vleuten,Weg
0344300000002907,14360,Sparstraat,Utrecht,Weg
0344300000003004,14365,Specerijenvallei,Utrecht,Weg
0344300000002021,14368,Specerijenveld,Utrecht,Weg
0344300000002111,17048,Speerdistel,De Meern,Weg
0344300000001253,14400,Spieghelstraat,Utrecht,Weg
0344300000000850,14480,Spijkerdwarsstraat,Utrecht,Weg
0344300000001597,14490,Spijkerstraat,Utrecht,Weg
0344300000001187,18593,Spinozabrug,Utrecht,Kunstwerk
0344300000000851,14410,Spinozaplantsoen,Utrecht,Weg
0344300000001254,14420,Spinozaweg,Utrecht,Weg
0344300000002321,17826,Spinsterlaan,De Meern,Weg
0344300000002725,14425,Splinterenburg,Vleuten,Weg
0344300000002726,14426,Splinterenburgplaats,Vleuten,Weg
0344300000000852,14430,Spoordijk,Utrecht,Weg
0344300000000853,14440,Spoorstraat,Utrecht,Weg
0344300000001962,14448,Sportpark Rijnvliet,Utrecht,Weg
0344300000001598,14460,Springweg,Utrecht,Weg
0344300000003604,14470,Spuistraat,Utrecht,Weg
0344300000000861,14500,Staalstraat,Utrecht,Weg
0344300000001188,18594,Stadhoudersbrug,Utrecht,Kunstwerk
0344300000000862,14510,Stadhouderslaan,Utrecht,Weg
0344300000001189,18595,Stadhuisbrug,Utrecht,Kunstwerk
0344300000000863,14520,Stadhuisbrug,Utrecht,Weg
0344300000001387,14530,Stadionlaan,Utrecht,Weg
0344300000003847,25013,Stadsbaan Leidsche Rijn,Utrecht,Weg
0344300000003848,25012,Stadsbaantunnel Leidsche Rijn,Utrecht,Kunstwerk
0344300000003438,18729,Stadsbuitengracht,Utrecht,Water
0344300000002153,14550,Stadsdambrug,Utrecht,Kunstwerk
0344300000003724,14555,Stadsplateau,Utrecht,Weg
0344300000001599,14560,Stalpaert van der Wielenstraat,Utrecht,Weg
0344300000002088,17028,Stalplein,Haarzuilens,Weg
0344300000003429,18596,Stammetsbrug,Utrecht,Kunstwerk
0344300000000864,14570,Stanleylaan,Utrecht,Weg
0344300000001648,610,St.-Anthoniedijk,Utrecht,Weg
0344300000000865,14580,Staringstraat,Utrecht,Weg
0344300000001388,14600,Stastokdreef,Utrecht,Weg
0344300000000866,14610,Stationsdwarsstraat,Utrecht,Weg
0344300000001381,14612,Stationshal,Utrecht,Weg
0344300000003843,25007,Stationspassage,Utrecht,Weg
0344300000001600,14615,Stationsplateau,Utrecht,Weg
0344300000000867,14620,Stationsplein,Utrecht,Weg
0344300000001326,14630,Stationsstraat,Utrecht,Weg
0344300000002272,17974,Stationsstraat,Vleuten,Weg
0344300000001389,14635,Stationstraverse,Utrecht,Weg
0344300000003733,14645,Stauntonplein,Utrecht,Weg
0344300000000868,14640,Stauntonstraat,Utrecht,Weg
0344300000000855,1490,St.-Bernulfstraat,Utrecht,Weg
0344300000001256,1940,St.-Bonifaciusstraat,Utrecht,Weg
0344300000000869,14650,Steenovenweg,Utrecht,Weg
0344300000001390,14660,Steenstraat,Utrecht,Weg
0344300000000870,14680,Steenweg,Utrecht,Weg
0344300000000871,14760,Steijnstraat,Utrecht,Weg
0344300000002016,14682,Stekkaspad,Utrecht,Weg
0344300000002631,14761,Stellenboschlaan,Utrecht,Weg
0344300000001391,14685,Stelviobaan,Utrecht,Weg
0344300000000872,14690,Stempelslaan,Utrecht,Weg
0344300000001191,18598,Stenenbrug,Utrecht,Kunstwerk
0344300000002615,14271,Stephen Sondheimhof,Utrecht,Weg
0344300000003605,14700,Stephensonstraat,Utrecht,Weg
0344300000003013,14705,Steranijsweg,Utrecht,Weg
0344300000001392,14710,Sternstraat,Utrecht,Weg
0344300000003447,17108,Sterrebaan,Utrecht,Weg
0344300000000873,14720,Sterrenbos,Utrecht,Weg
0344300000000874,14730,Sterrenburg,Utrecht,Weg
0344300000000616,14740,Sterrenhof,Utrecht,Weg
0344300000000856,4285,St.-Eustatiusdreef,Utrecht,Weg
0344300000001659,1585,Steve Bikostraat,Utrecht,Weg
0344300000001669,2485,Steven Butendiekplateau,Utrecht,Weg
0344300000000617,2487,Steven Butendiekplein,Utrecht,Weg
0344300000002938,5065,St.-Gotthard,Utrecht,Weg
0344300000000618,14763,Stieltjesstraat,Utrecht,Weg
0344300000000857,6760,St.-Jacobsstraat,Utrecht,Weg
0344300000001396,6840,St.-Janshovenstraat,Utrecht,Weg
0344300000002211,17827,St.-Jansplaat,De Meern,Weg
0344300000002942,6980,St.-Josephlaan,Utrecht,Weg
0344300000000858,8660,St.-Laurensdreef,Utrecht,Weg
0344300000000859,9305,St.-Ludgerushof,Utrecht,Weg
0344300000000860,9310,St.-Ludgerusstraat,Utrecht,Weg
0344300000002945,9416,St.-Maartendreef,Utrecht,Weg
0344300000002155,18619,St.-Martinusbrug,Utrecht,Kunstwerk
0344300000002126,14767,Stobberakplantsoen,Utrecht,Weg
0344300000001952,14769,Stockholmstraat,Utrecht,Weg
0344300000003076,17829,Stoelenmakerslaan,De Meern,Weg
0344300000000619,14780,Stolberglaan,Utrecht,Weg
0344300000000620,14790,Stormdijklaan,Utrecht,Weg
0344300000002712,14796,Stormvogelhof,Utrecht,Weg
0344300000003044,17828,St.-Pietersberg,De Meern,Weg
0344300000001921,14798,Strandboulevard,Utrecht,Weg
0344300000000621,14800,Strawinskylaan,Utrecht,Weg
0344300000001333,14854,Strijkviertel,De Meern,Weg
0344300000003466,18759,Strijkviertelplas,Utrecht,Water
0344300000000622,14855,Strijlandweg,Utrecht,Weg
0344300000000623,14805,Stromboli,Utrecht,Weg
0344300000001601,14810,Stroomkade,Utrecht,Weg
0344300000003526,14745,Stroomrugbaan,Vleuten,Weg
0344300000000624,14820,Stroomstraat,Utrecht,Weg
0344300000001375,14830,Strosteeg,Utrecht,Weg
0344300000002909,14840,Stroyenborchdreef,Utrecht,Weg
0344300000003592,14850,Struyckenlaan,Utrecht,Weg
0344300000002688,14856,Stuivingastraat,Utrecht,Weg
0344300000003517,14852,Stuytstraat,Utrecht,Weg
0344300000002908,16990,St.-Willibrordusstraat,Utrecht,Weg
0344300000001386,17000,St.-Winfridusstraat,Utrecht,Weg
0344300000000625,14860,Sudeten,Utrecht,Weg
0344300000000626,14880,Suikerstraat,Utrecht,Weg
0344300000000627,14890,Sumatrastraat,Utrecht,Weg
0344300000000628,14900,Surinamestraat,Utrecht,Weg
0344300000001602,1500,Suster Bertkendreef,Utrecht,Weg
0344300000000629,10940,Suze Noiretdreef,Utrecht,Weg
0344300000003511,785,Svend Asmussenpad,Utrecht,Weg
0344300000000630,14920,Swammerdamstraat,Utrecht,Weg
0344300000000631,14930,Sweder van Zuylenweg,Utrecht,Weg
0344300000000632,14940,Sweelinckstraat,Utrecht,Weg
0344300000001139,18527,'t Goybrug,Utrecht,Kunstwerk
0344300000000275,5100,'t Goylaan,Utrecht,Weg
0344300000002145,5105,'t Goyplein,Utrecht,Weg
0344300000003045,17875,'t Hoog,Vleuten,Weg
0344300000003627,9233,'t Loolaantje,Utrecht,Weg
0344300000003672,17876,'t Spijck,Vleuten,Weg
0344300000003393,17354,'t Zand,Utrecht,Weg
0344300000003346,17353,'t Zand,De Meern,Weg
0344300000000634,14970,Taagdreef,Utrecht,Weg
0344300000000635,14980,Taatsendijk,Utrecht,Weg
0344300000001813,14982,Taatsenplein,Utrecht,Weg
0344300000000636,14990,Tacituslaan,Utrecht,Weg
0344300000000637,14963,Taco Sybrantshof,Utrecht,Weg
0344300000000638,15000,Tafelbergdreef,Utrecht,Weg
0344300000003893,25026,Tagrijnkade,Utrecht,Weg
0344300000002531,15010,Takstraat,Utrecht,Weg
0344300000003868,25030,Tallinnstraat,Utrecht,Weg
0344300000000639,15020,Talmalaan,Utrecht,Weg
0344300000002779,15045,Tamarindeplaats,Utrecht,Weg
0344300000000640,15050,Tamboersdijk,Utrecht,Weg
0344300000002532,15055,Tampicodreef,Utrecht,Weg
0344300000003449,15056,Tanimbarkade,Utrecht,Weg
0344300000003599,15058,Tankenberg,Utrecht,Weg
0344300000001269,15060,Tannhäuserdreef,Utrecht,Weg
0344300000000641,15072,Taunus,Utrecht,Weg
0344300000002288,17111,Techniekweg,Utrecht,Weg
0344300000000642,15074,Teherandreef,Utrecht,Weg
0344300000003331,15080,Telderslaan,Utrecht,Weg
0344300000002533,15090,Telingstraat,Utrecht,Weg
0344300000003558,15096,Tempelierhof,Utrecht,Weg
0344300000001974,15094,Tempeltuinlaan,Vleuten,Weg
0344300000002212,17831,Ten Veldestraat,De Meern,Weg
0344300000003669,15097,Tennesseedreef,Utrecht,Weg
0344300000002732,8365,Ter Laanstraat,Utrecht,Weg
0344300000001327,15100,Terentiuslaan,Utrecht,Weg
0344300000001603,15110,Ternatestraat,Utrecht,Weg
0344300000003658,15098,Terrastuinlaan,Vleuten,Weg
0344300000002988,15099,Terrastuinplaats,Vleuten,Weg
0344300000000643,15115,Terschelling,Utrecht,Weg
0344300000002757,15117,Terwijdesingel,Utrecht,Weg
0344300000003593,15120,Tesselschadestraat,Utrecht,Weg
0344300000002534,15125,Teugelhof,Utrecht,Weg
0344300000002910,6800,Teun de Jagerdreef,Utrecht,Weg
0344300000002065,15128,Teunisbloemlaan,Vleuten,Weg
0344300000001828,15126,Texasdreef,Utrecht,Weg
0344300000000644,15127,Texel,Utrecht,Weg
0344300000002038,3582,Thea Beckmanstraat,Utrecht,Weg
0344300000002535,15140,Theemsdreef,Utrecht,Weg
0344300000001988,15145,Theetuinlaan,Vleuten,Weg
0344300000001989,15146,Theetuinplaats,Vleuten,Weg
0344300000003744,15149,Theeweg,Utrecht,Weg
0344300000001853,17029,Thematerkade,Haarzuilens,Weg
0344300000001854,17031,Thematerweg,Haarzuilens,Weg
0344300000000645,15250,Theo Thijssenplein,Utrecht,Weg
0344300000002109,17975,Theo van Baarenstraat,Vleuten,Weg
0344300000002676,3585,Theo van Doesburgstraat,Utrecht,Weg
0344300000000646,15160,Thinsstraat,Utrecht,Weg
0344300000001604,15170,Thiradreef,Utrecht,Weg
0344300000002062,15177,Tholen,Utrecht,Weg
0344300000003644,15180,Thomas à Kempisplantsoen,Utrecht,Weg
0344300000001698,15190,Thomas à Kempisweg,Utrecht,Weg
0344300000002536,11130,Thomas van Nykerckenstraat,Utrecht,Weg
0344300000000647,15200,Thomassenstraat,Utrecht,Weg
0344300000000648,15210,Thorbeckelaan,Utrecht,Weg
0344300000003676,15215,Thoriumweg,Utrecht,Weg
0344300000000649,15260,Tiberdreef,Utrecht,Weg
0344300000003163,15265,Tiberiusweg,De Meern,Weg
0344300000000650,15270,Tichelaarslaan,Utrecht,Weg
0344300000002537,15275,Tidorepad,Utrecht,Weg
0344300000000651,15280,Tiendstraat,Utrecht,Weg
0344300000002538,15290,Tigrisdreef,Utrecht,Weg
0344300000003681,16193,Tijgerpagelaan,Utrecht,Weg
0344300000000652,15700,Tijmstraat,Utrecht,Weg
0344300000000653,15295,Timmerstraat,Utrecht,Weg
0344300000000654,15297,Timorkade,Utrecht,Weg
0344300000002098,17832,Tinnegieterslaan,De Meern,Weg
0344300000003875,25037,Tiranastraat,Utrecht,Weg
0344300000002284,15299,Tirionlaan,Utrecht,Weg
0344300000002539,15298,Tirol,Utrecht,Weg
0344300000002085,15301,Titushof,De Meern,Weg
0344300000000633,14950,T.J. Swierstralaan,Utrecht,Weg
0344300000000655,15300,Tjalkstraat,Utrecht,Weg
0344300000002127,15307,Tjeerdsraklaan,Utrecht,Weg
0344300000002540,15310,Tjepmahof,Utrecht,Weg
0344300000002213,17833,Tjepmaweg,De Meern,Weg
0344300000002214,17834,Tjonger,De Meern,Weg
0344300000000656,15320,Toermalijnlaan,Utrecht,Weg
0344300000001376,15325,Tokiodreef,Utrecht,Weg
0344300000002541,15340,Tolsteegbarrière,Utrecht,Weg
0344300000001192,18599,Tolsteegbrug,Utrecht,Kunstwerk
0344300000000657,15350,Tolsteegbrug,Utrecht,Weg
0344300000000658,15360,Tolsteegplantsoen,Utrecht,Weg
0344300000003340,18228,Tolsteegplantsoen,Utrecht,Landschappelijk gebied
0344300000001605,15370,Tolsteegsingel,Utrecht,Weg
0344300000000659,15380,Tomaatstraat,Utrecht,Weg
0344300000000786,9792,Tomas Masarykstraat,Utrecht,Weg
0344300000002542,15385,Tongas,Utrecht,Weg
0344300000002793,15387,Tongvaren,Vleuten,Weg
0344300000003077,17835,Toontjesplaat,De Meern,Weg
0344300000003798,8068,Toos Korvezeehaghe,Utrecht,Weg
0344300000000660,15390,Topaaslaan,Utrecht,Weg
0344300000003678,17976,Torenplein,Vleuten,Weg
0344300000002215,17836,Tornado,De Meern,Weg
0344300000002911,15405,Torontodreef,Utrecht,Weg
0344300000003470,18372,Torreshof,Utrecht,Weg
0344300000000661,15407,Torreslaan,Utrecht,Weg
0344300000001328,15410,Toscadreef,Utrecht,Weg
0344300000001377,15420,Toulouselaan,Utrecht,Weg
0344300000003125,17837,Touwslagerslaan,De Meern,Weg
0344300000002543,15425,Tractieweg,Utrecht,Weg
0344300000001796,15426,Trajanushof,De Meern,Weg
0344300000001606,15430,Trans,Utrecht,Weg
0344300000001991,15435,Transvaaldreef,Utrecht,Weg
0344300000000662,15445,Treek,Utrecht,Weg
0344300000003143,15461,Trévouxperenlaan,Vleuten,Weg
0344300000002216,17838,Trichterberg,De Meern,Weg
0344300000002074,15756,Trilgraslaan,Vleuten,Weg
0344300000002544,15483,Trinidaddreef,Utrecht,Weg
0344300000001607,15480,Tritondreef,Utrecht,Weg
0344300000002120,15485,Triumphperenlaan,Vleuten,Weg
0344300000000663,15490,Troelstralaan,Utrecht,Weg
0344300000002068,15545,Trompetbloemlaan,Vleuten,Weg
0344300000003078,17839,Trompstraat,De Meern,Weg
0344300000000664,15520,Troosterhof,Utrecht,Weg
0344300000000665,15530,Troosterlaan,Utrecht,Weg
0344300000002217,17840,Tropen,De Meern,Weg
0344300000002545,15540,Troubadourhof,Utrecht,Weg
0344300000003850,25014,Trumanhof,Utrecht,Weg
0344300000000666,15550,Trumanlaan,Utrecht,Weg
0344300000000762,8967,Truus van Lierlaan,Utrecht,Weg
0344300000003594,15560,Tuinbouwstraat,Utrecht,Weg
0344300000002546,15580,Tuinstraat,Utrecht,Weg
0344300000001398,15587,Tulastraat,Utrecht,Weg
0344300000000667,15590,Tulpstraat,Utrecht,Weg
0344300000000668,15610,Turandotdreef,Utrecht,Weg
0344300000002547,15620,Turfstraat,Utrecht,Weg
0344300000000669,15630,Turkooislaan,Utrecht,Weg
0344300000001226,15637,Tussen de rails,Utrecht,Weg
0344300000001821,11386,Tweede Oosterparklaan,Utrecht,Weg
0344300000002343,19,Tweede Westerparklaan,Utrecht,Weg
0344300000001752,15673,Twellosebeeklaan,Utrecht,Weg
0344300000002548,15675,Twente,Utrecht,Weg
0344300000000670,15680,Twijnstraat,Utrecht,Weg
0344300000000671,15690,Twijnstraat aan de Werf,Utrecht,Weg
0344300000003079,17841,Tyfoon,De Meern,Weg
0344300000002218,17842,Ubachsberg,De Meern,Weg
0344300000003704,15708,Uilenboslaan,Vleuten,Weg
0344300000001838,15707,Uilvlinder,Utrecht,Weg
0344300000000764,15720,Uniceflaan,Utrecht,Weg
0344300000002549,15725,Universiteitsweg,Utrecht,Weg
0344300000000672,15730,Uppsalalaan,Utrecht,Weg
0344300000000396,15729,Uppsalapad,Utrecht,Weg
0344300000003295,18730,Uraniumkanaal,Utrecht,Water
0344300000003332,15740,Uraniumweg,Utrecht,Weg
0344300000000673,15750,Urlusstraat,Utrecht,Weg
0344300000002273,17977,Utenhamstraat,Vleuten,Weg
0344300000002602,15745,Utrechtse Heuvelrug,Vleuten,Weg
0344300000003110,17112,Utrechtseslag,Utrecht,Weg
0344300000003634,15751,Utrechtseweg,Utrecht,Weg
0344300000003401,15744,Utrechtseweg,Vleuten,Weg
0344300000000775,15752,Vaalserberg,Utrecht,Weg
0344300000001193,18600,Vaaltbrug,Utrecht,Kunstwerk
0344300000003430,18601,Vaaltwegbrug,Utrecht,Kunstwerk
0344300000001216,18731,Vaartsche Rijn,Utrecht,Water
0344300000001194,18602,Vaartscherijnbrug,Utrecht,Kunstwerk
0344300000002550,15760,Vaartscherijnstraat,Utrecht,Weg
0344300000001329,15753,Vaartsehof,Utrecht,Weg
0344300000000674,15770,Vaartsestraat,Utrecht,Weg
0344300000002912,15780,Vader Rijndreef,Utrecht,Weg
0344300000002613,15686,Vadinushof,De Meern,Weg
0344300000001908,15784,Vaduzdijk,Utrecht,Weg
0344300000002029,15804,Valeriaanweg,Utrecht,Weg
0344300000003753,21006,Valeriusbaan,Utrecht,Weg
0344300000000675,15790,Valetonlaan,Utrecht,Weg
0344300000002766,15802,Valkenburcht,Vleuten,Weg
0344300000002274,17979,Valkenierslaan,Vleuten,Weg
0344300000000676,15800,Valkstraat,Utrecht,Weg
0344300000001912,15803,Vallettastraat,Utrecht,Weg
0344300000002551,15805,Valparaisodreef,Utrecht,Weg
0344300000001647,390,Van Alphenplein,Utrecht,Weg
0344300000000678,400,Van Alphenstraat,Utrecht,Weg
0344300000001720,18506,Van Asch van Wijckbrug,Utrecht,Kunstwerk
0344300000001609,800,Van Asch van Wijckskade,Utrecht,Weg
0344300000002552,810,Van Asch van Wijckstraat,Utrecht,Weg
0344300000000679,1000,Van Baerlestraat,Utrecht,Weg
